,STOCK_CODE,Date,file_name
1387,600984.SH,20200317,sh600984_20200317
1388,600984.SH,20200318,sh600984_20200318
1389,600984.SH,20200319,sh600984_20200319
1390,600984.SH,20200320,sh600984_20200320
1391,600984.SH,20200323,sh600984_20200323
1392,600984.SH,20200324,sh600984_20200324
1393,600984.SH,20200325,sh600984_20200325
1394,600984.SH,20200326,sh600984_20200326
1395,600984.SH,20200327,sh600984_20200327
1396,600984.SH,20200330,sh600984_20200330
1397,600984.SH,20200331,sh600984_20200331
1398,600984.SH,20200401,sh600984_20200401
1399,600984.SH,20200402,sh600984_20200402
1400,600984.SH,20200403,sh600984_20200403
1401,600984.SH,20200407,sh600984_20200407
1402,600984.SH,20200408,sh600984_20200408
1403,600984.SH,20200409,sh600984_20200409
1404,600984.SH,20200410,sh600984_20200410
1405,600984.SH,20200413,sh600984_20200413
1406,600984.SH,20200414,sh600984_20200414
1407,002869.SZ,20200316,sz002869_20200316
1408,002869.SZ,20200317,sz002869_20200317
1409,002869.SZ,20200318,sz002869_20200318
1410,002869.SZ,20200319,sz002869_20200319
1411,002869.SZ,20200320,sz002869_20200320
1412,002869.SZ,20200323,sz002869_20200323
1413,002869.SZ,20200324,sz002869_20200324
1414,002869.SZ,20200325,sz002869_20200325
1415,002869.SZ,20200326,sz002869_20200326
1416,002869.SZ,20200327,sz002869_20200327
1417,002869.SZ,20200330,sz002869_20200330
1418,002869.SZ,20200331,sz002869_20200331
1419,002869.SZ,20200401,sz002869_20200401
1420,002869.SZ,20200402,sz002869_20200402
1421,002869.SZ,20200403,sz002869_20200403
1422,002869.SZ,20200407,sz002869_20200407
1423,002869.SZ,20200408,sz002869_20200408
1424,002869.SZ,20200409,sz002869_20200409
1425,002869.SZ,20200410,sz002869_20200410
1426,002869.SZ,20200413,sz002869_20200413
1427,002869.SZ,20200414,sz002869_20200414
1428,601628.SH,20200316,sh601628_20200316
1429,601628.SH,20200317,sh601628_20200317
1430,601628.SH,20200318,sh601628_20200318
1431,601628.SH,20200319,sh601628_20200319
1432,601628.SH,20200320,sh601628_20200320
1433,601628.SH,20200323,sh601628_20200323
1434,601628.SH,20200324,sh601628_20200324
1435,601628.SH,20200325,sh601628_20200325
1436,601628.SH,20200326,sh601628_20200326
1437,601628.SH,20200327,sh601628_20200327
1438,601628.SH,20200330,sh601628_20200330
1439,601628.SH,20200331,sh601628_20200331
1440,601628.SH,20200401,sh601628_20200401
1441,601628.SH,20200402,sh601628_20200402
1442,601628.SH,20200403,sh601628_20200403
1443,601628.SH,20200407,sh601628_20200407
1444,601628.SH,20200408,sh601628_20200408
1445,601628.SH,20200409,sh601628_20200409
1446,601628.SH,20200410,sh601628_20200410
1447,601628.SH,20200413,sh601628_20200413
1448,601628.SH,20200414,sh601628_20200414
1449,000799.SZ,20200316,sz000799_20200316
1450,000799.SZ,20200317,sz000799_20200317
1451,000799.SZ,20200318,sz000799_20200318
1452,000799.SZ,20200319,sz000799_20200319
1453,000799.SZ,20200320,sz000799_20200320
1454,000799.SZ,20200323,sz000799_20200323
1455,000799.SZ,20200324,sz000799_20200324
1456,000799.SZ,20200325,sz000799_20200325
1457,000799.SZ,20200326,sz000799_20200326
1458,000799.SZ,20200327,sz000799_20200327
1459,000799.SZ,20200330,sz000799_20200330
1460,000799.SZ,20200331,sz000799_20200331
1461,000799.SZ,20200401,sz000799_20200401
1462,000799.SZ,20200402,sz000799_20200402
1463,000799.SZ,20200403,sz000799_20200403
1464,000799.SZ,20200407,sz000799_20200407
1465,000799.SZ,20200408,sz000799_20200408
1466,000799.SZ,20200409,sz000799_20200409
1467,000799.SZ,20200410,sz000799_20200410
1468,000799.SZ,20200413,sz000799_20200413
1469,000799.SZ,20200414,sz000799_20200414
1470,000877.SZ,20200316,sz000877_20200316
1471,000877.SZ,20200317,sz000877_20200317
1472,000877.SZ,20200318,sz000877_20200318
1473,000877.SZ,20200319,sz000877_20200319
1474,000877.SZ,20200320,sz000877_20200320
1475,000877.SZ,20200323,sz000877_20200323
1476,000877.SZ,20200324,sz000877_20200324
1477,000877.SZ,20200325,sz000877_20200325
1478,000877.SZ,20200326,sz000877_20200326
1479,000877.SZ,20200327,sz000877_20200327
1480,000877.SZ,20200330,sz000877_20200330
1481,000877.SZ,20200331,sz000877_20200331
1482,000877.SZ,20200401,sz000877_20200401
1483,000877.SZ,20200402,sz000877_20200402
1484,000877.SZ,20200403,sz000877_20200403
1485,000877.SZ,20200407,sz000877_20200407
1486,000877.SZ,20200408,sz000877_20200408
1487,000877.SZ,20200409,sz000877_20200409
1488,000877.SZ,20200410,sz000877_20200410
1489,000877.SZ,20200413,sz000877_20200413
1490,000877.SZ,20200414,sz000877_20200414
1491,601872.SH,20200316,sh601872_20200316
1492,601872.SH,20200317,sh601872_20200317
1493,601872.SH,20200318,sh601872_20200318
1494,601872.SH,20200319,sh601872_20200319
1495,601872.SH,20200320,sh601872_20200320
1496,601872.SH,20200323,sh601872_20200323
1497,601872.SH,20200324,sh601872_20200324
1498,601872.SH,20200325,sh601872_20200325
1499,601872.SH,20200326,sh601872_20200326
1500,601872.SH,20200327,sh601872_20200327
1501,601872.SH,20200330,sh601872_20200330
1502,601872.SH,20200331,sh601872_20200331
1503,601872.SH,20200401,sh601872_20200401
1504,601872.SH,20200402,sh601872_20200402
1505,601872.SH,20200403,sh601872_20200403
1506,601872.SH,20200407,sh601872_20200407
1507,601872.SH,20200408,sh601872_20200408
1508,601872.SH,20200409,sh601872_20200409
1509,601872.SH,20200410,sh601872_20200410
1510,601872.SH,20200413,sh601872_20200413
1511,601872.SH,20200414,sh601872_20200414
1512,000961.SZ,20200316,sz000961_20200316
1513,000961.SZ,20200317,sz000961_20200317
1514,000961.SZ,20200318,sz000961_20200318
1515,000961.SZ,20200319,sz000961_20200319
1516,000961.SZ,20200320,sz000961_20200320
1517,000961.SZ,20200323,sz000961_20200323
1518,000961.SZ,20200324,sz000961_20200324
1519,000961.SZ,20200325,sz000961_20200325
1520,000961.SZ,20200326,sz000961_20200326
1521,000961.SZ,20200327,sz000961_20200327
1522,000961.SZ,20200330,sz000961_20200330
1523,000961.SZ,20200331,sz000961_20200331
1524,000961.SZ,20200401,sz000961_20200401
1525,000961.SZ,20200402,sz000961_20200402
1526,000961.SZ,20200403,sz000961_20200403
1527,000961.SZ,20200407,sz000961_20200407
1528,000961.SZ,20200408,sz000961_20200408
1529,000961.SZ,20200409,sz000961_20200409
1530,000961.SZ,20200410,sz000961_20200410
1531,000961.SZ,20200413,sz000961_20200413
1532,000961.SZ,20200414,sz000961_20200414
1533,002078.SZ,20200316,sz002078_20200316
1534,002078.SZ,20200317,sz002078_20200317
1535,002078.SZ,20200318,sz002078_20200318
1536,002078.SZ,20200319,sz002078_20200319
1537,002078.SZ,20200320,sz002078_20200320
1538,002078.SZ,20200323,sz002078_20200323
1539,002078.SZ,20200324,sz002078_20200324
1540,002078.SZ,20200325,sz002078_20200325
1541,002078.SZ,20200326,sz002078_20200326
1542,002078.SZ,20200327,sz002078_20200327
1543,002078.SZ,20200330,sz002078_20200330
1544,002078.SZ,20200331,sz002078_20200331
1545,002078.SZ,20200401,sz002078_20200401
1546,002078.SZ,20200402,sz002078_20200402
1547,002078.SZ,20200403,sz002078_20200403
1548,002078.SZ,20200407,sz002078_20200407
1549,002078.SZ,20200408,sz002078_20200408
1550,002078.SZ,20200409,sz002078_20200409
1551,002078.SZ,20200410,sz002078_20200410
1552,002078.SZ,20200413,sz002078_20200413
1553,002078.SZ,20200414,sz002078_20200414
1554,600309.SH,20200316,sh600309_20200316
1555,600309.SH,20200317,sh600309_20200317
1556,600309.SH,20200318,sh600309_20200318
1557,600309.SH,20200319,sh600309_20200319
1558,600309.SH,20200320,sh600309_20200320
1559,600309.SH,20200323,sh600309_20200323
1560,600309.SH,20200324,sh600309_20200324
1561,600309.SH,20200325,sh600309_20200325
1562,600309.SH,20200326,sh600309_20200326
1563,600309.SH,20200327,sh600309_20200327
1564,600309.SH,20200330,sh600309_20200330
1565,600309.SH,20200331,sh600309_20200331
1566,600309.SH,20200401,sh600309_20200401
1567,600309.SH,20200402,sh600309_20200402
1568,600309.SH,20200403,sh600309_20200403
1569,600309.SH,20200407,sh600309_20200407
1570,600309.SH,20200408,sh600309_20200408
1571,600309.SH,20200409,sh600309_20200409
1572,600309.SH,20200410,sh600309_20200410
1573,600309.SH,20200413,sh600309_20200413
1574,600309.SH,20200414,sh600309_20200414
1575,002600.SZ,20200316,sz002600_20200316
1576,002600.SZ,20200317,sz002600_20200317
1577,002600.SZ,20200318,sz002600_20200318
1578,002600.SZ,20200319,sz002600_20200319
1579,002600.SZ,20200320,sz002600_20200320
1580,002600.SZ,20200323,sz002600_20200323
1581,002600.SZ,20200324,sz002600_20200324
1582,002600.SZ,20200325,sz002600_20200325
1583,002600.SZ,20200326,sz002600_20200326
1584,002600.SZ,20200327,sz002600_20200327
1585,002600.SZ,20200330,sz002600_20200330
1586,002600.SZ,20200331,sz002600_20200331
1587,002600.SZ,20200401,sz002600_20200401
1588,002600.SZ,20200402,sz002600_20200402
1589,002600.SZ,20200403,sz002600_20200403
1590,002600.SZ,20200407,sz002600_20200407
1591,002600.SZ,20200408,sz002600_20200408
1592,002600.SZ,20200409,sz002600_20200409
1593,002600.SZ,20200410,sz002600_20200410
1594,002600.SZ,20200413,sz002600_20200413
1595,002600.SZ,20200414,sz002600_20200414
1596,000596.SZ,20200316,sz000596_20200316
1597,000596.SZ,20200317,sz000596_20200317
1598,000596.SZ,20200318,sz000596_20200318
1599,000596.SZ,20200319,sz000596_20200319
1600,000596.SZ,20200320,sz000596_20200320
1601,000596.SZ,20200323,sz000596_20200323
1602,000596.SZ,20200324,sz000596_20200324
1603,000596.SZ,20200325,sz000596_20200325
1604,000596.SZ,20200326,sz000596_20200326
1605,000596.SZ,20200327,sz000596_20200327
1606,000596.SZ,20200330,sz000596_20200330
1607,000596.SZ,20200331,sz000596_20200331
1608,000596.SZ,20200401,sz000596_20200401
1609,000596.SZ,20200402,sz000596_20200402
1610,000596.SZ,20200403,sz000596_20200403
1611,000596.SZ,20200407,sz000596_20200407
1612,000596.SZ,20200408,sz000596_20200408
1613,000596.SZ,20200409,sz000596_20200409
1614,000596.SZ,20200410,sz000596_20200410
1615,000596.SZ,20200413,sz000596_20200413
1616,000596.SZ,20200414,sz000596_20200414
1617,300782.SZ,20200316,sz300782_20200316
1618,300782.SZ,20200317,sz300782_20200317
1619,300782.SZ,20200318,sz300782_20200318
1620,300782.SZ,20200319,sz300782_20200319
1621,300782.SZ,20200320,sz300782_20200320
1622,300782.SZ,20200323,sz300782_20200323
1623,300782.SZ,20200324,sz300782_20200324
1624,300782.SZ,20200325,sz300782_20200325
1625,300782.SZ,20200326,sz300782_20200326
1626,300782.SZ,20200327,sz300782_20200327
1627,300782.SZ,20200330,sz300782_20200330
1628,300782.SZ,20200331,sz300782_20200331
1629,300782.SZ,20200401,sz300782_20200401
1630,300782.SZ,20200402,sz300782_20200402
1631,300782.SZ,20200403,sz300782_20200403
1632,300782.SZ,20200407,sz300782_20200407
1633,300782.SZ,20200408,sz300782_20200408
1634,300782.SZ,20200409,sz300782_20200409
1635,300782.SZ,20200410,sz300782_20200410
1636,300782.SZ,20200413,sz300782_20200413
1637,300782.SZ,20200414,sz300782_20200414
1638,000651.SZ,20200316,sz000651_20200316
1639,000651.SZ,20200317,sz000651_20200317
1640,000651.SZ,20200318,sz000651_20200318
1641,000651.SZ,20200319,sz000651_20200319
1642,000651.SZ,20200320,sz000651_20200320
1643,000651.SZ,20200323,sz000651_20200323
1644,000651.SZ,20200324,sz000651_20200324
1645,000651.SZ,20200325,sz000651_20200325
1646,000651.SZ,20200326,sz000651_20200326
1647,000651.SZ,20200327,sz000651_20200327
1648,000651.SZ,20200330,sz000651_20200330
1649,000651.SZ,20200331,sz000651_20200331
1650,000651.SZ,20200401,sz000651_20200401
1651,000651.SZ,20200402,sz000651_20200402
1652,000651.SZ,20200403,sz000651_20200403
1653,000651.SZ,20200407,sz000651_20200407
1654,000651.SZ,20200408,sz000651_20200408
1655,000651.SZ,20200409,sz000651_20200409
1656,000651.SZ,20200410,sz000651_20200410
1657,000651.SZ,20200413,sz000651_20200413
1658,000651.SZ,20200414,sz000651_20200414
1659,300136.SZ,20200316,sz300136_20200316
1660,300136.SZ,20200317,sz300136_20200317
1661,300136.SZ,20200318,sz300136_20200318
1662,300136.SZ,20200319,sz300136_20200319
1663,300136.SZ,20200320,sz300136_20200320
1664,300136.SZ,20200323,sz300136_20200323
1665,300136.SZ,20200324,sz300136_20200324
1666,300136.SZ,20200325,sz300136_20200325
1667,300136.SZ,20200326,sz300136_20200326
1668,300136.SZ,20200327,sz300136_20200327
1669,300136.SZ,20200330,sz300136_20200330
1670,300136.SZ,20200331,sz300136_20200331
1671,300136.SZ,20200401,sz300136_20200401
1672,300136.SZ,20200402,sz300136_20200402
1673,300136.SZ,20200403,sz300136_20200403
1674,300136.SZ,20200407,sz300136_20200407
1675,300136.SZ,20200408,sz300136_20200408
1676,300136.SZ,20200409,sz300136_20200409
1677,300136.SZ,20200410,sz300136_20200410
1678,300136.SZ,20200413,sz300136_20200413
1679,300136.SZ,20200414,sz300136_20200414
1680,000001.SZ,20200316,sz000001_20200316
1681,000001.SZ,20200317,sz000001_20200317
1682,000001.SZ,20200318,sz000001_20200318
1683,000001.SZ,20200319,sz000001_20200319
1684,000001.SZ,20200320,sz000001_20200320
1685,000001.SZ,20200323,sz000001_20200323
1686,000001.SZ,20200324,sz000001_20200324
1687,000001.SZ,20200325,sz000001_20200325
1688,000001.SZ,20200326,sz000001_20200326
1689,000001.SZ,20200327,sz000001_20200327
1690,000001.SZ,20200330,sz000001_20200330
1691,000001.SZ,20200331,sz000001_20200331
1692,000001.SZ,20200401,sz000001_20200401
1693,000001.SZ,20200402,sz000001_20200402
1694,000001.SZ,20200403,sz000001_20200403
1695,000001.SZ,20200407,sz000001_20200407
1696,000001.SZ,20200408,sz000001_20200408
1697,000001.SZ,20200409,sz000001_20200409
1698,000001.SZ,20200410,sz000001_20200410
1699,000001.SZ,20200413,sz000001_20200413
1700,000001.SZ,20200414,sz000001_20200414
1701,002142.SZ,20200316,sz002142_20200316
1702,002142.SZ,20200317,sz002142_20200317
1703,002142.SZ,20200318,sz002142_20200318
1704,002142.SZ,20200319,sz002142_20200319
1705,002142.SZ,20200320,sz002142_20200320
1706,002142.SZ,20200323,sz002142_20200323
1707,002142.SZ,20200324,sz002142_20200324
1708,002142.SZ,20200325,sz002142_20200325
1709,002142.SZ,20200326,sz002142_20200326
1710,002142.SZ,20200327,sz002142_20200327
1711,002142.SZ,20200330,sz002142_20200330
1712,002142.SZ,20200331,sz002142_20200331
1713,002142.SZ,20200401,sz002142_20200401
1714,002142.SZ,20200402,sz002142_20200402
1715,002142.SZ,20200403,sz002142_20200403
1716,002142.SZ,20200407,sz002142_20200407
1717,002142.SZ,20200408,sz002142_20200408
1718,002142.SZ,20200409,sz002142_20200409
1719,002142.SZ,20200410,sz002142_20200410
1720,002142.SZ,20200413,sz002142_20200413
1721,002142.SZ,20200414,sz002142_20200414
1722,600155.SH,20200316,sh600155_20200316
1723,600155.SH,20200317,sh600155_20200317
1724,600155.SH,20200318,sh600155_20200318
1725,600155.SH,20200319,sh600155_20200319
1726,600155.SH,20200320,sh600155_20200320
1727,600155.SH,20200323,sh600155_20200323
1728,600155.SH,20200324,sh600155_20200324
1729,600155.SH,20200325,sh600155_20200325
1730,600155.SH,20200326,sh600155_20200326
1731,600155.SH,20200327,sh600155_20200327
1732,600155.SH,20200330,sh600155_20200330
1733,600155.SH,20200331,sh600155_20200331
1734,600155.SH,20200401,sh600155_20200401
1735,600155.SH,20200402,sh600155_20200402
1736,600155.SH,20200403,sh600155_20200403
1737,600155.SH,20200407,sh600155_20200407
1738,600155.SH,20200408,sh600155_20200408
1739,600155.SH,20200409,sh600155_20200409
1740,600155.SH,20200410,sh600155_20200410
1741,600155.SH,20200413,sh600155_20200413
1742,600155.SH,20200414,sh600155_20200414
1743,300142.SZ,20200316,sz300142_20200316
1744,300142.SZ,20200317,sz300142_20200317
1745,300142.SZ,20200318,sz300142_20200318
1746,300142.SZ,20200319,sz300142_20200319
1747,300142.SZ,20200320,sz300142_20200320
1748,300142.SZ,20200323,sz300142_20200323
1749,300142.SZ,20200324,sz300142_20200324
1750,300142.SZ,20200325,sz300142_20200325
1751,300142.SZ,20200326,sz300142_20200326
1752,300142.SZ,20200327,sz300142_20200327
1753,300142.SZ,20200330,sz300142_20200330
1754,300142.SZ,20200331,sz300142_20200331
1755,300142.SZ,20200401,sz300142_20200401
1756,300142.SZ,20200402,sz300142_20200402
1757,300142.SZ,20200403,sz300142_20200403
1758,300142.SZ,20200407,sz300142_20200407
1759,300142.SZ,20200408,sz300142_20200408
1760,300142.SZ,20200409,sz300142_20200409
1761,300142.SZ,20200410,sz300142_20200410
1762,300142.SZ,20200413,sz300142_20200413
1763,300142.SZ,20200414,sz300142_20200414
1764,601881.SH,20200316,sh601881_20200316
1765,601881.SH,20200317,sh601881_20200317
1766,601881.SH,20200318,sh601881_20200318
